,Country ,English Level,Price,Diploma,Certificate,Response Time,No Of Lessons,Stars,Reviews,Popularity Score
0,United States of America,A2,126,No,No,5,6473,4.9,65,8.883275447549993
1,United States of America,A1,52,No,No,24,560,5.0,8,4.515449934959718
2,Ghana,Native,45,Yes,No,1,10328,4.8,117,9.927292136381576
3,United States of America,Native,74,Yes,Yes,1,423,5.0,6,3.8907562519182175
4,United Kingdom,Native,67,No,Yes,7,7444,4.8,156,10.526998072101415
5,United States of America,Native,63,No,Yes,9,382,5.0,8,4.515449934959718
6,United States of America,Native,86,Yes,Yes,2,659,5.0,8,4.515449934959718
7,South Africa,Native,41,No,Yes,3,162,5.0,8,4.515449934959718
8,Ukraine,Native,56,No,No,7,344,5.0,16,6.020599913279624
9,United Kingdom,Native,60,No,No,9,9863,4.8,45,7.935420066121649
10,Ukraine,C2,149,Yes,No,3,2800,4.9,64,8.850281872521048
11,United Kingdom,A2,119,No,No,14,1323,5.0,35,7.720340221751378
12,Ukraine,C2,67,Yes,No,2,709,5.0,9,4.771212547196624
13,Ukraine,C2,78,Yes,Yes,1,890,5.0,8,4.515449934959718
14,United Kingdom,Native,119,Yes,No,1,6709,4.9,71,9.071165908723469
15,United Kingdom,C1,112,No,No,3,2869,4.9,15,5.762847169372839
16,Ukraine,C1,63,No,No,1,5558,4.9,20,6.375046978753509
17,Serbia,Native,86,Yes,No,3,4258,5.0,57,8.779374278362457
18,Ukraine,Native,67,Yes,No,2,709,5.0,9,4.771212547196624
19,Portugal,B1,93,No,No,3,4156,4.9,65,8.883275447549993
20,Mexico,Native,112,No,No,0,758,4.9,12,5.287988105633362
21,Armenia,Native,67,Yes,Yes,4,9286,5.0,51,8.537850880489682
22,Philippines,Native,37,No,No,6,190,5.0,5,3.494850021680094
23,United Kingdom,Native,119,No,No,14,1323,5.0,35,7.720340221751378
24,Ukraine,C2,37,No,No,6,430,4.1,20,5.334222982222323
25,Ukraine,C2,74,Yes,Yes,5,1106,4.9,52,8.408416383810517
26,Ukraine,C2,93,Yes,Yes,2,15245,4.9,252,11.766862649829568
27,United Kingdom,Native,112,Yes,No,4,352,5.0,12,5.395906230238125
28,United States of America,Native,242,Yes,Yes,7,147,5.0,3,2.385606273598312
29,Pakistan,C2,19,Yes,No,24,12,5.0,1,0.0
30,South Africa,Native,11,No,Yes,3,167,5.0,1,0.0
31,Cameroon,Native,33,Yes,Yes,0,229,5.0,5,3.494850021680094
32,Burkina Faso,Native,56,No,Yes,2,39,5.0,2,1.505149978319906
33,Ukraine,B1,56,Yes,Yes,1,261,5.0,8,4.515449934959718
34,Armenia,B1,74,Yes,Yes,0,171,5.0,3,2.385606273598312
35,South Africa,Native,56,Yes,Yes,1,479,5.0,9,4.771212547196624
36,United States of America,Native,37,No,No,6,9,5.0,2,1.505149978319906
37,Ukraine,C2,74,No,No,1,642,4.9,3,2.337894148126346
38,by,C2,63,Yes,No,4,3372,4.6,12,4.964233731819074
39,United Kingdom,Native,100,Yes,Yes,5,5726,5.0,26,7.07486673985409
40,Ukraine,Native,93,No,Yes,2,4067,5.0,13,5.569716761534184
41,United Kingdom,Native,99,Yes,Yes,4,5540,5.0,61,8.926649175053836
42,Ukraine,B1,71,No,No,1,6606,4.8,62,8.603480109591619
43,United Kingdom,A2,223,No,No,1,1385,4.8,30,7.090182022654379
44,United Kingdom,Native,93,Yes,Yes,13,2073,4.9,9,4.675788296252692
45,Canada,Native,93,Yes,Yes,1,977,5.0,15,5.880456295278407
46,United Kingdom,Native,112,Yes,Yes,5,557,4.8,20,6.24494397918711
47,Turkey,Native,93,Yes,Yes,5,2535,5.0,26,7.07486673985409
48,Venezuela,Native,82,No,No,3,10077,5.0,46,8.31378915840787
49,United Kingdom,Native,108,No,No,1,4743,5.0,62,8.96195844749127
50,India,Native,56,Yes,Yes,1,7397,4.8,217,11.21500672247294
51,Hungary,C1,130,No,No,1,2501,4.9,96,9.713129041893886
52,Canada,Native,104,Yes,Yes,1,640,5.0,6,3.8907562519182175
53,Poland,C2,67,No,No,6,3202,4.7,28,6.80164274730843
54,United Kingdom,B1,112,Yes,Yes,13,2137,5.0,29,7.31198998949478
55,United Kingdom,Native,126,No,Yes,4,3357,5.0,29,7.31198998949478
56,Bulgaria,B2,149,Yes,Yes,2,1759,5.0,24,6.90105620855803
57,Serbia,C1,74,No,Yes,24,3663,4.9,89,9.552011032560074
58,United States of America,B1,149,Yes,Yes,8,3357,4.9,20,6.375046978753509
59,South Africa,Native,56,No,Yes,1,6388,4.9,51,8.367093862879889
60,Mexico,C2,56,Yes,Yes,1,201,5.0,8,4.515449934959718
61,United States of America,Native,112,No,No,12,1225,5.0,13,5.569716761534184
62,Ukraine,C2,149,No,No,2,5855,4.9,23,6.672466396486206
63,United States of America,B2,186,No,No,5,3632,5.0,50,8.494850021680094
64,Philippines,Native,60,Yes,No,4,4971,4.5,24,6.210950587702227
65,Argentina,Native,60,Yes,No,2,1173,5.0,23,6.808639180087964
66,ru,C1,82,Yes,Yes,11,2329,4.9,39,7.796216574429846
67,Ukraine,C1,63,No,No,0,1858,4.8,9,4.580364045308759
68,ru,C2,112,Yes,No,18,2380,4.8,32,7.224719895935548
69,United Kingdom,Native,78,No,No,11,3749,4.4,22,5.906659795617708
70,United States of America,Native,74,No,Yes,3,610,5.0,27,7.156818820794937
71,United Kingdom,Native,141,Yes,Yes,14,218,5.0,5,3.494850021680094
72,United States of America,Native,82,No,No,1,8490,4.9,60,8.712941126879855
73,Philippines,Native,30,Yes,Yes,1,1539,5.0,38,7.898917983084051
74,ru,B1,74,Yes,No,1,61,4.8,2,1.4449439791871097
75,ru,C2,56,Yes,No,1,5386,4.9,83,9.403482652642763
76,Chile,Native,74,No,No,1,1002,4.9,12,5.287988105633362
77,Serbia,Native,67,Yes,No,1,5088,4.9,72,9.100929232513217
78,United States of America,Native,186,No,No,5,3632,5.0,50,8.494850021680094
79,Japan,C2,167,No,No,1,3189,4.9,39,7.796216574429846
80,Mexico,C1,104,Yes,No,1,4620,5.0,49,8.450980400142567
81,Ukraine,Native,56,No,No,1,4699,4.8,31,7.158536130404508
82,Serbia,B1,33,No,No,2,2590,4.7,25,6.570318040758577
83,Ghana,A2,45,Yes,No,1,10328,4.8,117,9.927292136381576
84,United States of America,C2,48,No,No,9,3949,4.8,31,7.158536130404508
85,United Kingdom,Native,130,Yes,No,1,463,4.6,11,4.790406351727835
86,South Africa,Native,67,No,Yes,3,4283,4.9,43,8.003995432339973
87,South Africa,Native,60,No,Yes,2,3695,4.8,30,7.090182022654379
88,Bosnia and Herzegovina,C1,37,Yes,Yes,1,10381,4.6,40,7.369475960108626
89,Canada,Native,108,No,No,3,2826,5.0,17,6.15224460689137
90,United Kingdom,Native,119,No,Yes,2,1521,4.9,51,8.367093862879889
91,Canada,Native,74,No,Yes,3,284,4.4,7,3.71843137606273
92,Venezuela,A2,45,No,No,1,1286,5.0,11,5.206963425791126
93,Italy,Native,147,Yes,Yes,24,2889,5.0,18,6.2763625255165305
94,Venezuela,Native,48,No,No,1,3463,4.9,17,6.029199714753543
95,South Africa,Native,48,No,No,12,5259,4.9,33,7.440718305401649
96,Ukraine,Native,112,No,No,20,819,4.9,12,5.287988105633362
97,ru,C2,60,Yes,Yes,3,535,5.0,4,3.010299956639812
98,United Kingdom,Native,153,Yes,Yes,1,1595,5.0,33,7.592569699389438
99,Ukraine,C2,74,No,No,5,482,4.9,25,6.849906042492985
100,Serbia,Native,41,No,No,4,1388,4.8,18,6.025308024495868
101,Venezuela,C2,45,No,No,1,1286,5.0,11,5.206963425791126
102,United Kingdom,Native,93,Yes,No,17,2684,5.0,11,5.206963425791126
103,Nigeria,Native,45,Yes,No,6,8233,4.8,85,9.261210843428604
104,South Africa,Native,56,No,Yes,24,1377,5.0,8,4.515449934959718
105,South Africa,Native,37,No,No,1,5514,4.9,27,7.013682444379039
106,United States of America,Native,93,No,No,1,6155,4.8,164,10.63125047062895
107,Ukraine,Native,74,Yes,Yes,1,504,5.0,8,4.515449934959718
108,Brazil,Native,86,Yes,No,1,32,5.0,1,0.0
109,United States of America,Native,37,No,No,2,4444,4.7,43,7.677301741224056
110,South Africa,Native,37,No,No,3,2265,4.6,14,5.272188964119894
111,Nigeria,Native,56,Yes,No,1,5321,5.0,42,8.116246451989502
112,Mexico,Native,45,No,No,1,9414,4.8,65,8.701984111885706
113,Philippines,Native,37,No,No,6,6238,5.0,26,7.07486673985409
114,South Africa,A2,48,Yes,Yes,1,2337,4.5,14,5.157576160552071
115,Philippines,Native,30,Yes,No,16,512,4.9,8,4.425140936260524
116,United States of America,Native,112,No,No,2,5270,4.9,109,9.983389839909057
117,Turkey,C2,93,Yes,Yes,5,2535,5.0,26,7.07486673985409
118,Serbia,C2,201,Yes,No,11,1459,4.9,53,8.448951761043867
119,India,Native,67,No,Yes,2,6775,4.9,47,8.193279503885016
120,Ukraine,C1,112,No,No,1,2792,4.8,24,6.625013960215708
121,United States of America,Native,60,No,No,5,2321,4.1,42,6.655322090631392
122,United Kingdom,B1,112,Yes,Yes,2,610,4.9,15,5.762847169372839
123,South Africa,Native,74,Yes,Yes,0,1051,4.9,19,6.265892644668862
124,Ukraine,C2,37,Yes,Yes,1,129,4.9,14,5.616027374823366
125,Venezuela,C1,48,No,No,1,3463,4.9,17,6.029199714753543
126,Ukraine,C2,93,Yes,Yes,1,1735,4.9,24,6.763035084386869
127,India,C2,41,No,Yes,1,729,4.7,27,6.7274096915472406
128,Colombia,B2,45,Yes,No,1,2744,4.7,33,7.137015517426072
129,Poland,Native,223,No,No,1,1246,5.0,71,9.256291743595376
130,Canada,Native,112,No,Yes,24,1657,5.0,18,6.2763625255165305
131,South Africa,Native,37,No,No,8,9341,4.5,62,8.065762602742142
132,Venezuela,C2,45,Yes,Yes,15,3982,4.8,44,7.888572847133699
133,United States of America,Native,82,No,No,1,1417,5.0,4,3.010299956639812
134,Ukraine,B1,86,Yes,No,1,1919,4.9,29,7.165750189704886
135,Ukraine,A1,78,Yes,No,5,1814,5.0,25,6.989700043360188
136,Ukraine,C2,67,Yes,No,5,4662,4.9,66,8.915765284155158
137,South Africa,Native,56,No,No,2,250,5.0,5,3.494850021680094
138,India,C1,63,No,No,2,11518,4.9,189,11.154662840448898
139,Algeria,Native,74,No,Yes,1,4834,4.8,101,9.620742594156685
140,Mexico,C2,74,No,Yes,6,2568,4.9,29,7.165750189704886
141,Argentina,Native,156,No,No,14,551,5.0,5,3.494850021680094
142,Philippines,Native,37,No,Yes,1,921,4.9,3,2.337894148126346
143,Nigeria,Native,56,Yes,Yes,2,1134,5.0,16,6.020599913279624
144,India,C2,52,No,Yes,1,3688,4.9,60,8.712941126879855
145,Serbia,Native,37,Yes,Yes,24,831,4.5,13,5.012745085380765
146,Philippines,Native,56,Yes,No,6,1207,5.0,25,6.989700043360188
147,Ukraine,C1,67,Yes,Yes,1,3485,4.9,39,7.796216574429846
148,Ukraine,Native,67,Yes,Yes,8,710,5.0,18,6.2763625255165305
149,United Kingdom,Native,48,Yes,Yes,2,3114,4.6,66,8.369902103492596
150,United States of America,Native,74,No,No,6,77,5.0,2,1.505149978319906
151,Egypt,B2,63,No,No,1,1843,5.0,19,6.393768004764144
152,South Africa,Native,11,No,Yes,1,1,5.0,1,0.0
153,South Africa,Native,30,No,Yes,24,932,4.7,25,6.570318040758577
154,Philippines,C1,56,No,No,4,3009,5.0,11,5.206963425791126
155,Canada,Native,45,Yes,Yes,2,941,4.9,14,5.616027374823366
156,Brazil,B1,86,Yes,No,1,32,5.0,1,0.0
157,Canada,Native,56,No,No,1,1725,4.7,14,5.386801767687719
158,South Africa,Native,74,No,Yes,5,2241,5.0,9,4.771212547196624
159,United States of America,Native,149,No,No,4,6935,4.9,57,8.603786792795209
160,Ukraine,C1,37,Yes,No,8,7810,4.2,52,7.207214043266157
161,United States of America,A2,112,No,Yes,10,3716,5.0,16,6.020599913279624
162,United States of America,Native,56,Yes,Yes,3,3023,4.8,117,9.927292136381576
163,Canada,C2,86,Yes,No,10,941,4.9,23,6.672466396486206
164,Algeria,B2,74,No,Yes,1,4834,4.8,101,9.620742594156685
165,Argentina,C2,156,No,No,14,551,5.0,5,3.494850021680094
166,United States of America,Native,112,Yes,Yes,9,854,4.6,20,5.984737980054313
167,ru,C1,93,No,No,0,761,4.9,6,3.812941126879854
168,ru,Native,104,No,No,24,197,4.9,11,5.102824157275304
169,United Kingdom,Native,93,No,Yes,4,95,5.0,1,0.0
170,New Zealand,Native,100,Yes,No,1,257,5.0,2,1.505149978319906
171,South Africa,Native,37,No,No,10,3307,4.7,14,5.386801767687719
172,United States of America,Native,112,Yes,No,24,1163,5.0,11,5.206963425791126
173,Venezuela,C2,149,Yes,Yes,3,277,5.0,2,1.505149978319906
174,Ukraine,C2,52,Yes,No,6,1260,4.7,32,7.074204898103559
175,United Kingdom,Native,149,Yes,Yes,6,504,4.9,6,3.812941126879854
176,Mexico,Native,32,No,No,15,494,3.9,10,3.9
177,Zimbabwe,Native,74,No,No,6,1968,4.9,16,5.900187915014032
178,Netherlands,C2,11,No,No,2,2,5.0,2,1.505149978319906
179,France,Native,149,No,Yes,15,475,4.8,3,2.2901820226543794
180,Australia,Native,134,No,No,2,1917,4.8,87,9.309692412569367
181,Ukraine,Native,93,No,No,24,1613,4.9,23,6.672466396486206
182,Nigeria,Native,47,Yes,Yes,0,862,5.0,11,5.206963425791126
183,United Kingdom,Native,56,Yes,Yes,5,53,5.0,4,3.010299956639812
184,Russia,Native,104,No,No,24,197,4.9,11,5.102824157275304
185,Ukraine,Native,52,Yes,No,6,1260,4.7,32,7.074204898103559
186,Ghana,Native,48,No,No,2,4132,4.9,67,8.94776653323405
187,Italy,C2,74,No,Yes,7,331,5.0,5,3.494850021680094
188,Ukraine,C1,112,No,No,1,4336,4.9,163,10.839719261579392
189,Ghana,Native,52,No,No,3,3637,4.8,75,9.00029406428016
190,Ukraine,B1,63,No,No,2,12666,4.7,140,10.08680176768772
191,Egypt,C2,60,Yes,No,9,79,5.0,7,4.225490200071284
192,Ukraine,C1,22,Yes,Yes,1,3331,4.9,52,8.408416383810517
193,Canada,Native,182,No,No,1,94,5.0,1,0.0
194,United States of America,Native,45,No,Yes,1,321,5.0,2,1.505149978319906
195,Ukraine,B2,112,No,No,3,669,4.8,17,5.906154822615714
196,United States of America,C2,56,No,No,3,763,4.8,6,3.73512600184149
197,Ukraine,C2,149,Yes,Yes,24,1898,4.9,26,6.933369405057008
198,Belize,Native,56,No,Yes,1,1138,4.9,10,4.9
199,Ukraine,B2,112,No,No,3,2525,4.7,33,7.137015517426072
200,Ukraine,A1,63,Yes,Yes,8,519,3.4,5,2.376498014742464
201,Cameroon,Native,74,No,No,22,2018,4.6,53,7.9316690001636285
202,Italy,Native,186,No,No,2,1906,4.9,60,8.712941126879855
203,Armenia,Native,93,No,No,3,3735,4.9,82,9.377687876680213
204,Turkey,C2,149,No,No,2,46,5.0,1,0.0
205,United States of America,Native,37,No,No,24,4876,4.4,35,6.793899395141214
206,United Kingdom,Native,130,Yes,No,4,608,5.0,17,6.15224460689137
207,Venezuela,Native,37,No,No,1,9883,4.8,69,8.826475635538825
208,Ukraine,C2,56,Yes,Yes,1,365,4.7,29,6.873270590125093
209,Philippines,A2,201,Yes,Yes,11,1712,4.8,103,9.661618678584825
210,ru,B1,93,No,No,0,761,4.9,6,3.812941126879854
211,Turkey,Native,149,No,No,2,46,5.0,1,0.0
212,Philippines,Native,22,No,No,7,8089,4.9,40,7.850093957507016
213,South Africa,Native,45,No,Yes,3,478,5.0,16,6.020599913279624
214,United Kingdom,Native,56,Yes,Yes,5,66,5.0,3,2.385606273598312
215,Ukraine,C1,74,Yes,Yes,6,1799,5.0,24,6.90105620855803
216,United Kingdom,Native,26,No,Yes,1,14,5.0,1,0.0
217,Egypt,C2,37,No,Yes,1,66,5.0,2,1.505149978319906
218,Croatia,C2,56,No,Yes,0,3,5.0,1,0.0
219,Ukraine,B2,63,No,No,0,1858,4.8,9,4.580364045308759
220,United States of America,Native,112,No,No,3,118,5.0,17,6.15224460689137
221,Mexico,C2,32,No,No,15,494,3.9,10,3.9
222,Zimbabwe,C1,74,No,No,6,1968,4.9,16,5.900187915014032
223,France,C2,149,No,Yes,15,475,4.8,3,2.2901820226543794
224,Ukraine,C2,93,No,No,24,1613,4.9,23,6.672466396486206
225,United States of America,Native,56,Yes,Yes,9,776,5.0,5,3.494850021680094
226,Australia,Native,112,Yes,No,1,205,5.0,4,3.010299956639812
227,United Kingdom,Native,86,Yes,Yes,1,1201,4.9,8,4.425140936260524
228,Australia,Native,52,Yes,Yes,2,373,5.0,5,3.494850021680094
229,United Kingdom,A2,86,Yes,Yes,1,155,5.0,3,2.385606273598312
230,Mexico,A2,60,No,No,5,135,5.0,2,1.505149978319906
231,United States of America,Native,48,No,No,3,98,5.0,1,0.0
232,United Kingdom,Native,119,Yes,Yes,2,464,5.0,7,4.225490200071284
233,United States of America,Native,63,Yes,Yes,1,10,5.0,1,0.0
234,United States of America,Native,71,No,Yes,1,168,5.0,3,2.385606273598312
235,Philippines,C2,45,No,No,0,846,5.0,10,5.0
236,Philippines,C2,26,No,No,0,483,4.2,4,2.5286519635774423
237,South Africa,Native,52,No,No,1,3420,5.0,18,6.2763625255165305
238,Brazil,C2,67,No,No,1,18,5.0,1,0.0
239,Zimbabwe,Native,22,Yes,Yes,0,311,4.4,18,5.523199022454547
240,United Kingdom,Native,67,No,Yes,13,338,4.7,5,3.2851590203792886
241,Pakistan,C2,74,No,No,2,5140,4.8,62,8.603480109591619
242,Ukraine,Native,82,Yes,Yes,15,843,4.5,18,5.648726272964877
243,Cameroon,Native,52,Yes,Yes,12,4108,5.0,63,8.996702747267909
244,Burkina Faso,C2,56,No,Yes,2,39,5.0,2,1.505149978319906
245,South Africa,A1,19,No,No,2,27,5.0,1,0.0
246,South Africa,Native,19,No,Yes,0,25,5.0,3,2.385606273598312
247,United Kingdom,Native,67,No,No,7,878,5.0,8,4.515449934959718
248,Ukraine,C2,149,Yes,Yes,24,588,4.8,64,8.669663875122657
249,Ukraine,Native,112,No,No,6,1079,5.0,26,7.07486673985409
250,Ukraine,C2,108,Yes,No,6,1132,5.0,21,6.611096473669597
251,Ukraine,B2,93,No,Yes,2,404,4.7,38,7.424982904099008
252,Czechia,C2,93,Yes,Yes,5,56,5.0,1,0.0
253,Venezuela,Native,74,No,No,12,14,5.0,1,0.0
254,Ukraine,C1,74,Yes,Yes,22,371,5.0,7,4.225490200071284
255,United Kingdom,Native,316,Yes,No,4,1032,4.4,7,3.71843137606273
256,Jordan,A1,130,Yes,No,24,275,5.0,8,4.515449934959718
257,United States of America,B1,89,No,No,1,11188,4.9,112,10.04116831108389
258,United States of America,Native,97,Yes,Yes,0,169,5.0,2,1.505149978319906
259,South Africa,Native,130,Yes,Yes,1,2173,5.0,6,3.8907562519182175
260,South Africa,Native,33,No,Yes,1,5851,4.9,23,6.672466396486206
261,South Africa,B2,82,Yes,Yes,0,150,5.0,1,0.0
262,Mauritius,Native,30,No,Yes,2,1990,4.9,26,6.933369405057008
263,Egypt,Native,30,Yes,Yes,1,5071,4.9,74,9.159235426681784
264,Philippines,Native,67,Yes,Yes,3,5962,4.6,32,6.923689900271567
265,Mexico,Native,74,No,No,24,2122,4.7,16,5.659363918482847
266,Turkey,Native,74,No,No,24,698,5.0,11,5.206963425791126
267,Poland,C2,126,Yes,Yes,1,720,5.0,22,6.712113404111031
268,ru,B2,74,No,No,5,328,5.0,1,0.0
269,Italy,Native,112,No,No,0,165,4.8,3,2.2901820226543794
270,United States of America,Native,97,No,No,4,21336,4.9,166,10.87852963139627
271,Philippines,Native,45,No,No,1,640,5.0,6,3.8907562519182175
272,Japan,Native,219,No,No,2,7125,4.9,65,8.883275447549993
273,Indonesia,C2,93,No,No,1,2067,5.0,28,7.235790156711096
274,India,Native,72,Yes,No,1,2996,5.0,53,8.621379348003945
275,Brazil,Native,52,No,Yes,4,1487,5.0,24,6.90105620855803
276,ru,C1,149,Yes,No,2,1647,4.9,23,6.672466396486206
277,India,Native,19,No,No,10,7365,4.4,87,8.533884711521923
278,Ukraine,C2,74,No,No,3,2202,4.8,48,8.069957939402817
279,United Kingdom,Native,91,Yes,Yes,1,2612,5.0,22,6.712113404111031
280,United Kingdom,B2,257,Yes,Yes,3,59,5.0,2,1.505149978319906
281,United Kingdom,Native,149,No,No,1,3555,5.0,48,8.406206186877936
282,South Africa,Native,56,No,Yes,0,1183,4.8,6,3.73512600184149
283,Hungary,C1,37,No,No,0,66,5.0,1,0.0
284,Philippines,C1,15,Yes,Yes,17,500,4.5,16,5.418539921951662
285,United States of America,Native,56,No,No,2,921,5.0,18,6.2763625255165305
286,Philippines,Native,37,Yes,Yes,2,531,5.0,23,6.808639180087964
287,Serbia,Native,93,No,No,4,380,5.0,9,4.771212547196624
288,Sierra Leone,C1,30,No,Yes,1,865,4.9,19,6.265892644668862
289,Japan,Native,41,No,Yes,5,30,5.0,1,0.0
290,Ireland,Native,45,No,No,4,1005,5.0,19,6.393768004764144
291,Ukraine,C1,82,No,No,4,4766,4.8,99,9.57904893406824
292,Poland,C2,242,Yes,No,24,215,4.7,10,4.7
293,Moldova,C1,93,No,No,3,793,5.0,10,5.0
294,India,Native,74,Yes,Yes,11,1703,4.6,37,7.213727930708177
295,Philippines,C2,56,No,No,0,1173,4.1,12,4.424643108795261
296,Afghanistan,Native,30,Yes,Yes,13,647,4.4,22,5.906659795617708
297,Nigeria,Native,56,Yes,Yes,2,925,5.0,9,4.771212547196624
298,Philippines,C2,37,Yes,No,0,721,4.6,3,2.194757771710447
299,Indonesia,C1,48,No,No,24,698,4.9,12,5.287988105633362
300,India,C2,22,Yes,Yes,3,545,5.0,13,5.569716761534184
301,United States of America,A1,48,Yes,Yes,1,283,5.0,5,3.494850021680094
302,United States of America,Native,242,Yes,Yes,2,2820,5.0,26,7.07486673985409
303,Nigeria,Native,15,Yes,No,1,112,5.0,4,3.010299956639812
304,Australia,Native,48,No,Yes,6,4351,5.0,23,6.808639180087964
305,United Kingdom,C1,104,No,No,13,1181,5.0,14,5.73064017839119
306,Philippines,Native,19,No,Yes,1,57,5.0,9,4.771212547196624
307,Philippines,C2,19,No,No,7,728,5.0,8,4.515449934959718
308,Indonesia,Native,67,Yes,Yes,6,1600,5.0,32,7.52574989159953
309,Yemen,Native,93,Yes,Yes,1,1203,5.0,21,6.611096473669597
310,Philippines,Native,45,Yes,Yes,12,12067,4.7,101,9.42031045677842
311,Turkey,C1,63,No,Yes,2,273,4.6,10,4.6
312,Serbia,C1,45,Yes,No,6,1460,4.9,46,8.147513375239713
313,Turkey,C2,56,No,Yes,1,2274,4.9,21,6.478874544196205
314,Ukraine,C2,149,Yes,No,0,1630,5.0,10,5.0
315,Ukraine,C2,108,Yes,Yes,1,1963,5.0,13,5.569716761534184
316,Argentina,C2,74,Yes,Yes,1,1635,5.0,15,5.880456295278407
317,Canada,Native,82,No,No,1,1678,4.9,31,7.307672299787937
318,South Africa,Native,63,No,No,1,3385,5.0,34,7.657394585211276
319,United States of America,Native,108,Yes,Yes,24,1733,4.9,17,6.029199714753543
320,United Kingdom,Native,67,No,No,1,332,4.0,4,2.4082399653118496
321,United States of America,Native,93,Yes,No,24,174,4.5,8,4.063904941463746
322,United Kingdom,Native,119,Yes,Yes,1,673,5.0,1,0.0
323,South Africa,Native,63,No,Yes,1,1311,5.0,28,7.235790156711096
324,South Africa,Native,56,Yes,Yes,4,2627,4.9,16,5.900187915014032
325,Nigeria,Native,45,Yes,No,4,7012,4.9,27,7.013682444379039
326,South Africa,Native,37,No,Yes,2,35,5.0,2,1.505149978319906
327,Nigeria,Native,37,Yes,No,0,596,4.6,5,3.2152620199456865
328,Egypt,Native,37,No,No,1,6527,5.0,137,10.683602835782033
329,United States of America,Native,97,No,Yes,2,1094,4.9,17,6.029199714753543
330,Canada,Native,93,Yes,Yes,3,5267,4.9,20,6.375046978753509
331,United States of America,Native,112,Yes,Yes,1,952,5.0,4,3.010299956639812
332,Cameroon,Native,26,No,No,1,658,4.6,12,4.964233731819074
333,Zimbabwe,A2,74,No,Yes,3,1360,5.0,26,7.07486673985409
334,Venezuela,C1,45,No,Yes,1,3816,4.5,34,6.891655126690148
335,Jamaica,C1,30,No,No,1,661,4.3,8,3.883286944065357
336,Vietnam,C1,45,Yes,No,9,76,5.0,4,3.010299956639812
337,Brazil,Native,15,Yes,Yes,11,2656,4.9,33,7.440718305401649
338,Mexico,C2,74,No,Yes,10,607,5.0,6,3.8907562519182175
339,United States of America,Native,130,No,Yes,4,22,5.0,1,0.0
340,Nigeria,Native,56,No,No,2,1030,4.9,25,6.849906042492985
341,Brazil,C2,52,No,Yes,4,1487,5.0,24,6.90105620855803
342,United States of America,A1,67,No,Yes,2,496,5.0,6,3.8907562519182175
343,Ireland,Native,56,Yes,No,1,257,5.0,3,2.385606273598312
344,Ukraine,C1,86,No,No,7,3785,4.9,34,7.504246693507051
345,South Africa,Native,14,Yes,Yes,2,684,5.0,9,4.771212547196624
346,United States of America,Native,63,Yes,Yes,1,134,4.0,4,2.4082399653118496
347,United States of America,B2,74,No,No,8,96,5.0,9,4.771212547196624
348,South Africa,Native,11,No,Yes,0,2,5.0,1,0.0
349,United Kingdom,Native,33,No,Yes,3,113,5.0,4,3.010299956639812
350,South Africa,Native,60,No,Yes,1,1325,5.0,8,4.515449934959718
351,India,Native,19,Yes,No,1,1265,4.9,30,7.237894148126347
352,"Palestine, State of",C1,74,No,Yes,1,771,5.0,13,5.569716761534184
353,United States of America,B2,93,Yes,Yes,8,276,4.5,2,1.3546349804879154
354,Philippines,Native,30,No,No,13,3159,4.6,60,8.17949575176476
355,Ireland,Native,86,Yes,Yes,9,1213,4.8,24,6.625013960215708
356,South Africa,Native,175,Yes,Yes,1,462,5.0,12,5.395906230238125
357,United Kingdom,Native,97,No,No,24,2198,4.9,19,6.265892644668862
358,Ukraine,C1,56,No,No,0,1370,5.0,24,6.90105620855803
359,South Africa,Native,67,Yes,Yes,1,118,5.0,5,3.494850021680094
360,Kazakhstan,C1,60,Yes,Yes,1,488,5.0,4,3.010299956639812
361,Ukraine,C2,93,No,No,8,155,5.0,1,0.0
362,United States of America,C1,74,No,No,7,3683,4.9,36,7.625882253759708
363,Venezuela,Native,30,Yes,No,2,483,5.0,5,3.494850021680094
364,Turkey,C2,22,No,No,2,335,5.0,5,3.494850021680094
365,United Kingdom,B2,93,No,No,11,2883,4.5,11,4.686267083212013
366,United Kingdom,Native,130,Yes,Yes,1,1922,5.0,11,5.206963425791126
367,United Kingdom,Native,82,Yes,Yes,1,1361,5.0,17,6.15224460689137
368,Italy,Native,93,Yes,No,1,339,5.0,7,4.225490200071284
369,United States of America,Native,93,No,No,15,1665,4.5,9,4.294091292476962
370,Ukraine,C2,93,Yes,Yes,5,2535,5.0,8,4.515449934959718
371,India,C2,45,No,No,1,1990,4.8,25,6.710112041625781
372,Ukraine,C1,60,Yes,Yes,1,132,5.0,6,3.8907562519182175
373,India,B2,26,No,No,4,3031,4.9,38,7.74093962342237
374,Venezuela,C2,37,No,Yes,0,168,5.0,4,3.010299956639812
375,United Kingdom,Native,67,No,Yes,0,110,5.0,3,2.385606273598312
376,United States of America,Native,130,No,Yes,3,1644,5.0,17,6.15224460689137
377,Australia,Native,86,No,Yes,4,653,5.0,2,1.505149978319906
378,Rwanda,Native,41,No,Yes,1,303,5.0,2,1.505149978319906
379,United Kingdom,B2,100,Yes,Yes,4,2036,4.9,8,4.425140936260524
380,Serbia,C2,48,Yes,Yes,18,318,5.0,17,6.15224460689137
381,Canada,Native,149,Yes,Yes,3,1922,4.9,23,6.672466396486206
